Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8388674,Linguagem Seinfeld,Jerry Seinfeld,"Seinfeld, Jerry",Maria do Carmo Figueira,"=""9726629721""","=""9789726629726""",3,3.62,Gradiva,Paperback,140,2004,1993,2005/01/01,2011/11/07,read-culture-nf,read-culture-nf (#18),read,,,,1,,,1,,,unspecified,,
5739442,"A Guerra dos Tronos (As Crónicas de Gelo e Fogo, #1)",George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370109""","=""9789896370107""",5,4.30,Edições Saída de Emergência,Paperback,400,2007,1996,2009/04/01,2015/09/12,read-fantasy,read-fantasy (#111),read,,,,1,,,1,,,unspecified,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",3,3.94,Walker Books,Hardcover,192,2005,1995,2016/07/24,2016/07/19,"read-culture-nf, year-2016","read-culture-nf (#34), year-2016 (#10)",read,,,,1,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.74,Tor Books,Hardcover,1087,2014,2014,2016/07/16,2016/06/18,"read-fantasy, year-2016","read-fantasy (#117), year-2016 (#9)",read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",5,4.17,Tor Fantasy,Mass Market Paperback,638,2006,2005,2016/05/10,2016/05/10,"year-2016, read-fantasy","year-2016 (#5), read-fantasy (#116)",read,,,,1,,,0,,,,,
17839711,A Verdadeira História da Terra,Christopher   Lloyd,"Lloyd, Christopher",,"=""9898452498""","=""9789898452498""",4,4.12,Clube do Autor,Paperback,328,2011,2008,2012/06/07,2013/12/02,read-culture-nf,read-culture-nf (#24),read,,,,1,,,1,,,unspecified,,
42876,Down Under,Bill Bryson,"Bryson, Bill",,"=""055299703X""","=""9780552997034""",5,4.06,Black Swan,Paperback,398,2001,2000,2015/05/14,2015/04/26,"read-culture-nf, year-2015","read-culture-nf (#28), year-2015 (#13)",read,,,,1,,,1,,,unspecified,,
8136985,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""""","=""""",3,3.88,Penguin Books,Kindle Edition,73,2007,1937,2016/02/23,2016/02/20,"year-2016, read-classics","year-2016 (#4), read-classics (#20)",read,,,,1,,,0,,,,,
19009455,Fermat's Last Theorem,Simon Singh,"Singh, Simon",,"=""""","=""""",5,4.27,HarperPress,Kindle Edition,368,2012,1997,2016/02/17,2016/02/03,"read-culture-nf, year-2016","read-culture-nf (#31), year-2016 (#3)",read,,,,1,,,0,,,,,
6383644,"O Festim dos Corvos (As Crónicas de Gelo e Fogo, #7)",George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370974""","=""9789896370978""",4,4.13,Edições Saída de Emergência,Paperback,448,2009,2005,2009/10/16,2012/07/21,read-fantasy,read-fantasy (#78),read,,,,1,,,1,,,unspecified,,
10771768,"Retribution Falls (Tales of the Ketty Jay, #1)",Chris Wooding,"Wooding, Chris",,"=""0345522583""","=""9780345522580""",4,3.97,Spectra,ebook,480,2011,2009,2015/12/30,2014/11/05,"year-2015, read-fantasy","year-2015 (#25), read-fantasy (#115)",read,,,,1,,,0,,,,,
9526286,"A Wild Sheep Chase  (The Rat Series, #3)",Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",4,3.94,Vintage,Kindle Edition,364,2010,1982,2016/01/31,2016/01/22,"read-broad-fiction, year-2016","read-broad-fiction (#17), year-2016 (#1)",read,,,,1,,,0,,,,,
6479879,Neverwhere,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.16,William Morrow,Kindle Edition,336,2009,1996,2016/01/18,2016/01/07,"read-fantasy, year-2016","read-fantasy (#114), year-2016 (#2)",read,,,,1,,,0,,,,,
12008949,The Forever War,Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",4,4.13,Ridan Publishing,Kindle Edition,292,2012,1974,2015/11/28,2015/11/28,"read-science-fiction, year-2015","read-science-fiction (#21), year-2015 (#24)",read,,,,1,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,"=""""","=""""",5,4.01,Speak,Paperback,221,2006,2005,2015/10/21,2015/10/21,"read-broad-fiction, year-2015","read-broad-fiction (#16), year-2015 (#23)",read,,,,1,,,0,,,,,
11309018,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,"Flanagan, John",,"=""0399256180""","=""9780399256189""",3,4.28,Philomel,Hardcover,422,2011,2011,2015/10/19,2015/10/19,"read-fantasy, year-2015","read-fantasy (#113), year-2015 (#22)",read,,,,1,,,0,,,,,
11165783,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",5,4.49,Orbit,Kindle Edition,946,2012,2012,2015/10/03,2015/10/01,"read-fantasy, year-2015","read-fantasy (#112), year-2015 (#21)",read,,,,1,,,0,,,,,
77522,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043935806X""","=""9780439358064""",5,4.50,Arthur A. Levine Books,Hardcover,870,2003,2003,2003/06/01,2013/12/02,read-fantasy,read-fantasy (#110),read,,,,1,,,0,,,,,
10803593,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",4,4.37,Orbit,Kindle Edition,802,2011,2010,2015/08/11,2015/07/23,"year-2015, read-fantasy","year-2015 (#19), read-fantasy (#109)",read,,,,1,,,0,,,,,
6581525,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",4,4.24,W.W. Norton & Company,Kindle Edition,316,2004,2003,2015/07/19,2015/07/13,"read-culture-nf, year-2015","read-culture-nf (#30), year-2015 (#17)",read,,,,1,,,0,,,,,
12998448,Crónica dos Bons Malandros,Mário Zambujal,"Zambujal, Mário",,"=""""","=""9789898452320""",5,3.86,Clube d Autor,Paperback,147,2011,1980,2015/07/21,2015/06/03,"read-classics, year-2015","read-classics (#18), year-2015 (#18)",read,,,,1,,,1,,,unspecified,,
7297623,Liga de Cavalheiros Extraordinários,Kevin J. Anderson,"Anderson, Kevin J.",,"=""9721052906""","=""9789721052901""",2,3.68,Publicações Europa-América,Paperback,247,2003,2003,2006/01/01,2011/11/07,read-science-fiction,read-science-fiction (#20),read,,,,1,,,1,,,unspecified,,
20493888,"Guards! Guards! (Discworld, #8)",Terry Pratchett,"Pratchett, Terry",,"=""1473200180""","=""9781473200180""",3,4.29,Gollancz,Hardcover,344,2014,1989,2015/07/12,2015/06/11,"read-fantasy, year-2015","read-fantasy (#108), year-2015 (#16)",read,,,,1,,,1,,,unspecified,,
6294030,"Brisingr (Ciclo da Herança, #3)",Christopher Paolini,"Paolini, Christopher",Leonor Bizarro Marques,"=""9895575580""","=""9789895575589""",4,4.05,Gailivro,Paperback,813,2008,2008,2008/09/01,2011/11/06,read-fantasy,read-fantasy (#63),read,,,,1,,,1,,,unspecified,,
8887107,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.35,Tor Books,Kindle Edition,815,2010,2007,2014/04/28,2014/04/28,"read-fantasy, year-2014","read-fantasy (#50), year-2014 (#6)",read,,,,1,,,0,,,,,
7581796,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.26,Disney Hyperion,Kindle Edition,396,2009,2005,2009/07/25,2015/06/11,read-fantasy,read-fantasy (#99),read,,,,1,,,0,,,,,
7583324,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.24,Disney Hyperion,Kindle Edition,288,2009,2006,2009/07/28,2015/06/11,read-fantasy,read-fantasy (#100),read,,,,1,,,0,,,,,
8126116,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.34,Disney Hyperion ,Kindle Edition,312,2009,2007,2009/07/31,2015/06/11,read-fantasy,read-fantasy (#101),read,,,,1,,,0,,,,,
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.39,Disney Hyperion,Kindle Edition,361,2009,2008,2009/08/03,2015/06/11,read-fantasy,read-fantasy (#102),read,,,,1,,,0,,,,,
7519508,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.50,Disney Hyperion,Kindle Edition,387,2009,2009,2009/10/19,2015/06/11,read-fantasy,read-fantasy (#103),read,,,,1,,,0,,,,,
156534,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1563899809""","=""9781563899805""",3,4.08,Vertigo,Paperback,130,2003,2003,2011/01/01,2011/11/07,read-comics,read-comics (#3),read,,,,1,,,1,,,unspecified,,
8302721,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",3,4.17,Gollancz,Kindle Edition,628,2009,2006,2012/08/08,2011/11/07,read-fantasy,read-fantasy (#31),read,,,,1,,,0,,,,,
9303705,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",3,4.10,Macmillan,Kindle Edition,356,2010,2006,2014/02/11,2014/02/03,"read-science-fiction, year-2014","read-science-fiction (#18), year-2014 (#30)",read,,,,1,,,0,,,,,
6605316,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.44,Tor Books,Kindle Edition,676,2010,2006,2014/02/22,2011/11/19,"read-fantasy, year-2014","read-fantasy (#36), year-2014 (#25)",read,,,,1,,,0,,,,,
8302734,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",4,4.29,Gollancz,Kindle Edition,544,2009,2007,2014/03/14,2013/04/23,"read-fantasy, year-2014","read-fantasy (#44), year-2014 (#2)",read,,,,1,,,0,,,,,
8125726,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""""","=""""",3,4.06,North River Press,Kindle Edition,362,2014,1984,2014/03/21,2014/03/14,"read-culture-nf, year-2014","read-culture-nf (#2), year-2014 (#4)",read,,,,1,,,0,,,,,
17307117,"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler,"Wexler, Django",,"=""""","=""""",4,4.05,Roc,Kindle Edition,529,2013,2013,2014/04/14,2014/04/07,"read-fantasy, year-2014","read-fantasy (#49), year-2014 (#5)",read,,,,1,,,0,,,,,
18815082,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""""","=""""",5,4.13,"Little, Brown and Company",Kindle Edition,282,2013,2013,2014/06/08,2013/12/05,"read-culture-nf, year-2014","read-culture-nf (#3), year-2014 (#3)",read,,,,1,,,0,,,,,
13613374,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.44,Disney Hyperion,Kindle Edition,572,2012,2012,2012/10/19,2012/10/16,read-fantasy,read-fantasy (#43),read,,,,1,,,0,,,,,
5325066,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",4,3.97,Vintage,Kindle Edition,324,2007,2006,2012/11/01,2012/08/22,read-classics,read-classics (#12),read,,,,1,,,0,,,,,
15848107,The Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""""","=""""",3,3.83,,Kindle Edition,96,2012,1886,2012/11/25,2012/11/19,read-classics,read-classics (#6),read,,,,1,,,0,,,,,
816084,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,"=""0007119275""","=""9780007119271""",4,3.98,HarperCollins,Paperback,304,2004,1920,2013/04/30,2013/04/23,"year-2013, read-classics","year-2013 (#1), read-classics (#15)",read,,,,1,,,1,,,Brand new,,
8862633,"Mort (Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",3,4.21,HarperCollins e-books,Kindle Edition,309,2009,1987,2012/08/31,2012/08/19,read-fantasy,read-fantasy (#42),read,,,,1,,,0,,,,,
16299169,"The Son of Neptune (Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""0141335734""","=""9780141335735""",0,4.42,Puffin,Paperback,519,2012,2011,2012/10/16,2012/10/09,read-fantasy,read-fantasy (#104),read,,,,1,,,1,,,unspecified,,
5739533,A Fúria dos Reis (As Crónicas de Gelo e Fogo #3),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370265""","=""9789896370268""",5,4.36,Edições Saída de Emergência,Paperback,480,2008,1998,2009/08/21,2012/07/21,read-fantasy,read-fantasy (#74),read,,,,1,,,1,,,unspecified,,
5739604,O Despertar da Magia (As Crónicas de Gelo e Fogo #4),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370486""","=""9789896370480""",5,4.40,Edições Saída de Emergência,Paperback,416,2008,1998,2009/08/21,2012/07/21,read-fantasy,read-fantasy (#75),read,,,,1,,,1,,,unspecified,,
5739694,"A Glória dos Traidores (As Crónicas de Gelo e Fogo, #6)",George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370915""","=""9789896370916""",4,4.50,Edições Saída de Emergência,Paperback,576,2008,2000,2009/09/08,2012/07/21,read-fantasy,read-fantasy (#77),read,,,,1,,,1,,,unspecified,,
5739654,"A Tormenta de Espadas (As Crónicas de Gelo e Fogo, #5)",George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370710""","=""9789896370718""",4,4.43,Edições Saída de Emergência,Paperback,544,2008,2000,2009/09/08,2012/07/21,read-fantasy,read-fantasy (#76),read,,,,1,,,1,,,unspecified,,
5739512,A Muralha de Gelo (As Crónicas de Gelo e Fogo #2),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370206""","=""9789896370206""",5,4.47,Edições Saída de Emergência,Paperback,416,2007,1996,2009/04/01,2012/07/21,read-fantasy,read-fantasy (#79),read,,,,1,,,1,,,unspecified,,
93124,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""0747581088""","=""9780747581086""",5,4.57,Bloomsbury Publishing,Hardcover,607,2005,2005,2005/07/01,2013/12/02,read-fantasy,read-fantasy (#80),read,,,,1,,,1,,,unspecified,,
11297323,Notes From A Small Island,Bill Bryson,"Bryson, Bill",,"=""""","=""""",5,3.91,,Kindle Edition,352,,1995,2010/10/25,2011/11/06,read-culture-nf,read-culture-nf (#5),read,,,,1,,,0,,,,,
10208280,"Under the Eagle (Eagle, #1)",Simon Scarrow,"Scarrow, Simon",,"=""""","=""""",4,4.08,Headline,Kindle Edition,448,2008,2000,2007/01/01,2011/11/07,read-historical,read-historical (#4),read,,,,1,,,0,,,,,
8835645,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",3,4.32,Disney Hyperion,Kindle Edition,577,2010,2010,2011/01/01,2011/11/06,read-fantasy,read-fantasy (#56),read,,,,1,,,0,,,,,
6324093,A Águia de Sangue (Série da Águia #5),Simon Scarrow,"Scarrow, Simon",,"=""""","=""9789728839826""",3,4.25,Saída de Emergência,Capa Mole,400,2007,2004,2006/01/01,2011/11/07,read-historical,read-historical (#3),read,,,,1,,,1,,,unspecified,,
6219133,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",3,4.26,Spectra,Kindle Edition,752,2006,2006,2012/02/08,2011/11/19,read-fantasy,read-fantasy (#34),read,,,,1,,,0,,,,,
22561563,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,"Zelazny, Roger",,"=""""","=""""",3,4.05,,Kindle Edition,243,2014,1970,2012/10/28,2011/11/19,read-fantasy,read-fantasy (#8),read,,,,1,,,0,,,,,
8309278,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""""","=""""",3,4.13,HMH Books for Young Readers,Kindle Edition,204,1993,1993,2012/08/17,2012/03/22,read-fantasy,read-fantasy (#40),read,,,,1,,,0,,,,,
6064941,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.20,Del Rey,Kindle Edition,255,2008,1980,2011/10/21,2011/11/06,read-science-fiction,read-science-fiction (#2),read,,,,1,,,0,,,,,
5283128,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,"Flanagan, John",,"=""""","=""""",4,4.24,,Kindle Edition,260,,2005,2012/03/28,2012/03/19,read-fantasy,read-fantasy (#18),read,,,,1,,,0,,,,,
6457620,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.96, HarperCollins Publishers,Kindle Edition,292,2009,1986,2012/07/24,2011/11/20,read-fantasy,read-fantasy (#13),read,,,,1,,,0,,,,,
8115818,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",4,4.24,Vintage,Kindle Edition,724,2009,2006,2010/11/01,2011/11/29,read-broad-fiction,read-broad-fiction (#11),read,,,,1,,,0,,,,,
8300755,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",5,4.22,Vintage,Kindle Edition,675,2010,2007,2010/12/01,2011/11/29,read-broad-fiction,read-broad-fiction (#7),read,,,,1,,,0,,,,,
17284593,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",,"=""""","=""""",4,3.74,Thomas & Mercer,Kindle Edition,189,2012,1953,2010/10/26,2011/11/06,read-broad-fiction,read-broad-fiction (#5),read,,,,1,,,0,,,,,
9717320,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",4,4.18,Katherine Tegen Books,Kindle Edition,501,2011,2011,2012/04/04,2011/12/07,read-fantasy,read-fantasy (#39),read,,,,1,,,0,,,,,
11783190,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.19,Tor Books,Kindle Edition,333,2011,2011,2014/06/16,2014/05/12,"read-fantasy, year-2014","read-fantasy (#25), year-2014 (#9)",read,,,,1,,,0,,,,,
16029682,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",2,3.99,Houghton Mifflin Books for Children,Kindle Edition,210,2012,1968,2010/09/22,2011/11/06,read-fantasy,read-fantasy (#2),read,,,,1,,,0,,,,,
5882515,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.10,HarperCollins e-books,Kindle Edition,624,2001,2001,2011/06/01,2011/11/20,read-fantasy,read-fantasy (#106),read,,,,1,,,0,,,,,
8044584,"The Maze Runner (Maze Runner, #1)",James Dashner,"Dashner, James",,"=""""","=""""",3,4.03,Delacorte Books for Young Readers,Kindle Edition,410,2009,2009,2012/03/11,2011/11/07,read-science-fiction,read-science-fiction (#11),read,,,,1,,,0,,,,,
8176885,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.48,Tor Books,Kindle Edition,785,2010,2008,2014/05/12,2014/04/28,"read-fantasy, year-2014","read-fantasy (#51), year-2014 (#7)",read,,,,1,,,0,,,,,
19302986,Last Argument Of Kings (The First Law #3),Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",4,4.28,Gollancz,Kindle Edition,740,2009,2008,2014/09/03,2014/09/03,"read-fantasy, year-2014","read-fantasy (#55), year-2014 (#15)",read,,,,1,,,0,,,,,
8196698,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",2,4.08,Disney Hyperion,Kindle Edition,529,2010,2010,2010/08/09,2011/11/06,read-fantasy,read-fantasy (#57),read,,,,1,,,0,,,,,
6599342,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",,"=""""","=""""",4,4.14,Vintage,Kindle Edition,658,2008,2005,2010/11/01,2011/11/29,read-broad-fiction,read-broad-fiction (#8),read,,,,1,,,0,,,,,
16004601,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.14,Dragonsteel Entertainment,Kindle Edition,88,2012,2012,2014/05/30,2014/05/30,"read-fantasy, year-2014","read-fantasy (#53), year-2014 (#12)",read,,,,1,,,0,,,,,
6219313,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""""","=""""",3,3.99,ROC,Kindle Edition,332,2000,2000,2014/07/06,2014/06/24,"read-fantasy, year-2014","read-fantasy (#26), year-2014 (#13)",read,,,,1,,,0,,,,,
8302666,A Study in Scarlet,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",3,4.14,,Kindle Edition,85,2010,1887,2011/10/29,2011/11/06,read-classics,read-classics (#1),read,,,,1,,,0,,,,,
6070107,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",3,4.13,Orbit,Kindle Edition,659,2008,2008,2011/05/01,2011/11/20,read-fantasy,read-fantasy (#72),read,,,,1,,,0,,,,,
12107673,"Ghost King (Stones of Power, #1)",David Gemmell,"Gemmell, David",,"=""""","=""""",3,3.98,,Kindle Edition,308,,1988,2012/07/11,2011/11/22,read-fantasy,read-fantasy (#14),read,,,,1,,,0,,,,,
8136931,"Heat Wave (Nikki Heat, #1)",Richard Castle,"Castle, Richard",,"=""""","=""""",3,3.57,Hyperion,Kindle Edition,198,2009,2008,2011/10/15,2011/11/06,read-broad-fiction,read-broad-fiction (#1),read,,,,1,,,0,,,,,
8045789,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",4,4.30,Tor Books,Kindle Edition,226,2010,1985,2012/03/10,2011/11/22,read-science-fiction,read-science-fiction (#12),read,,,,1,,,0,,,,,
6380695,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,"Flanagan, John",,"=""""","=""""",4,4.21,Puffin,Kindle Edition,268,2006,2004,2011/11/20,2011/11/19,read-fantasy,read-fantasy (#10),read,,,,1,,,0,,,,,
12609434,The Power Of Habit: Why We Do What We Do In Life And Business,Charles Duhigg,"Duhigg, Charles",,"=""""","=""""",5,4.11,Amazon Digital Services,Kindle Edition,402,2012,2012,2015/04/16,2015/04/07,"year-2015, read-culture-nf","year-2015 (#11), read-culture-nf (#27)",read,,,,1,,,0,,,,,
8120570,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.26,Tor,Kindle Edition,669,2009,2009,2015/03/15,2015/03/09,"year-2015, read-fantasy","year-2015 (#8), read-fantasy (#97)",read,,,,1,,,0,,,,,
6641703,"Acacia: The War with the Mein (Acacia, #1)",David Anthony Durham,"Durham, David Anthony",,"=""""","=""""",3,3.57,Anchor,Kindle Edition,786,2008,2007,2012/12/26,2011/11/19,read-fantasy,read-fantasy (#37),read,,,,1,,,0,,,,,
6006856,"Vagas de Fogo (Crónicas de Allaryia, #5)",Filipe Faria,"Faria, Filipe",,"=""""","=""9789722337366""",3,3.68,Editorial Presença,Paperback,582,2007,2007,2007/01/01,2011/11/07,read-fantasy,read-fantasy (#69),read,,,,1,,,1,,,unspecified,,
6563010,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,"Flanagan, John",,"=""""","=""""",5,4.31,,Kindle Edition,284,,2005,2012/03/19,2011/11/20,read-fantasy,read-fantasy (#12),read,,,,1,,,0,,,,,
10699555,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",John Flanagan,"Flanagan, John",,"=""""","=""""",3,4.42,PHILOMEL,Kindle Edition,438,2011,2011,2014/07/18,2014/07/10,"read-fantasy, year-2014","read-fantasy (#54), year-2014 (#14)",read,,,,1,,,0,,,,,
8131772,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",4,4.10,Vintage,Kindle Edition,320,2007,2005,2015/04/26,2015/04/16,"read-classics, year-2015","read-classics (#13), year-2015 (#12)",read,,,,1,,,0,,,,,
11162293,"The Death Cure (Maze Runner, #3)",James Dashner,"Dashner, James",,"=""""","=""""",3,3.77,Delacorte Press,Kindle Edition,338,2011,2011,2012/03/22,2012/03/21,read-science-fiction,read-science-fiction (#14),read,,,,1,,,0,,,,,
11720877,"Legend (Drenai Saga, #1)",David Gemmell,"Gemmell, David",,"=""""","=""""",5,4.27,Del Rey,Kindle Edition,345,2011,1984,2012/11/18,2011/11/06,read-fantasy,read-fantasy (#29),read,,,,1,,,0,,,,,
11254578,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",4,4.18,Orbit,Kindle Edition,694,2011,2011,2014/11/12,2014/11/02,"read-fantasy, year-2014","read-fantasy (#89), year-2014 (#20)",read,,,,1,,,0,,,,,
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Jon Foster,"=""""","=""""",5,4.13,Subterranean Press ,Leather Bound,208,2014,2014,2014/12/17,2014/11/05,"read-fantasy, year-2014","read-fantasy (#91), year-2014 (#21)",read,,,,1,,,0,,,,,
17698536,"Steelheart (Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.13,Delacorte Press,Kindle Edition,400,2013,2013,2015/01/07,2015/01/07,"read-fantasy, year-2015","read-fantasy (#92), year-2015 (#5)",read,,,,1,,,0,,,,,
21911720,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.26,Delacorte Press,Kindle Edition,424,2015,2015,2015/01/19,2015/01/19,"read-fantasy, year-2015","read-fantasy (#95), year-2015 (#3)",read,,,,1,,,0,,,,,
6643297,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,"Hearn, Lian",,"=""""","=""""",3,4.06,Riverhead,Kindle Edition,324,2003,2002,2011/12/08,2011/12/03,read-fantasy,read-fantasy (#16),read,,,,1,,,0,,,,,
11838176,"Lion of Macedon (Greek Series, #1)",David Gemmell,"Gemmell, David",,"=""""","=""""",3,4.27,,Kindle Edition,530,,1991,2015/01/26,2015/01/19,"read-fantasy, year-2015","read-fantasy (#96), year-2015 (#4)",read,,,,1,,,0,,,,,
6608615,"The ABC Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,4.03,William Morrow Paperbacks,Kindle Edition,266,2003,1936,2010/08/27,2011/11/06,read-broad-fiction,read-broad-fiction (#4),read,,,,1,,,0,,,,,
18112981,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",4,4.05,Ballantine Books,Kindle Edition,466,2012,1990,2010/09/06,2011/11/06,read-science-fiction,read-science-fiction (#5),read,,,,1,,,0,,,,,
