Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8213684,Presas,Michael Crichton,"Crichton, Michael",,"=""9722025880""","=""""",4,3.76,Dom Quixote,Paperback,350,2004,2002,2013/04/06,2013/04/04,"read-broad-fiction, year-2013","read-broad-fiction (#14), year-2013 (#19)",read,,,,1,,,0,,,,,
10446700,"Ah, Apanhei-te! Paradoxos de Pensar e Chorar por mais...",Martin Gardner,"Gardner, Martin",Jorge Lima,"=""""","=""9788447356454""",4,4.07,RBA Coleccionables,Hardcover,248,2008,,2013/04/23,2013/04/22,"read-culture-nf, year-2013","read-culture-nf (#23), year-2013 (#20)",read,,,,1,,,0,,,,,
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",4,4.24,Broadway Books,Kindle Edition,386,2011,2011,2013/09/27,2012/05/07,"read-science-fiction, year-2013","read-science-fiction (#16), year-2013 (#12)",read,,,,1,,,0,,,,,
6396997,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,3.79,Scribner ,Kindle Edition,128,2002,1952,2013/03/19,2012/09/26,"read-classics, year-2013","read-classics (#7), year-2013 (#14)",read,,,,1,,,0,,,,,
7798653,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",5,4.20,Tor Books,Kindle Edition,332,2007,2005,2013/09/23,2012/07/26,"read-science-fiction, year-2013","read-science-fiction (#17), year-2013 (#13)",read,,,,1,,,0,,,,,
19937186,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony","Brett Helquist, Michael Kupperman","=""""","=""""",3,3.95,HarperCollins,Kindle Edition,188,2009,1999,2013/02/09,2013/02/07,"read-classics, year-2013","read-classics (#9), year-2013 (#15)",read,,,,1,,,0,,,,,
8466224,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",4,3.82,Bloomsbury,Kindle Edition,865,2010,2004,2013/02/05,2011/11/20,"read-fantasy, year-2013","read-fantasy (#38), year-2013 (#9)",read,,,,1,,,0,,,,,
8288756,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""""","=""""",5,4.23,,Kindle Edition,176,,1988,2013/04/26,2011/12/06,"read-culture-nf, year-2013","read-culture-nf (#22), year-2013 (#11)",read,,,,1,,,0,,,,,
4565192,Stardust - O Mistério da Estrela Cadente,Neil Gaiman,"Gaiman, Neil",Maria Georgina Segurado,"=""9722331401""","=""9789722331401""",5,4.08,Editorial Presença,Paperback,172,2004,1998,2013/04/10,2011/11/22,"read-fantasy, year-2013","read-fantasy (#15), year-2013 (#10)",read,,,,1,,,0,,,,,
20562717,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",5,4.52,DAW,Kindle Edition,676,2007,2007,2013/10/12,2011/11/19,"read-fantasy, year-2013","read-fantasy (#35), year-2013 (#7)",read,,,,1,,,0,,,,,
6586403,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,"Abraham, Daniel",,"=""""","=""""",3,3.61,Tor Books,Kindle Edition,334,2008,2006,2013/03/01,2011/11/20,"read-fantasy, year-2013","read-fantasy (#9), year-2013 (#8)",read,,,,1,,,0,,,,,
7818923,"O Mago: Aprendiz (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",Cristina Correia,"=""9896371938""","=""9789896371937""",4,4.14,Saída de Emergência,Paperback,406,2010,1982,2013/05/08,2011/11/07,"read-fantasy, year-2013","read-fantasy (#32), year-2013 (#4)",read,,,,1,,,1,,,unspecified,,
6351303,"Nem Aqui, Nem Ali",Bill Bryson,"Bryson, Bill",Manuel Marques,"=""""","=""9789725645895""",3,3.84,Quetzal,Paperback,301,2004,1991,2013/04/15,2011/11/10,"read-culture-nf, year-2013","read-culture-nf (#21), year-2013 (#6)",read,,,,1,,,0,,,,,
6402858,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,Richard  Holmes,"Holmes, Richard",,"=""0007149530""","=""9780007149537""",4,3.96,HarperPress,Paperback,554,2009,2008,2013/09/15,2011/11/07,"read-culture-nf, year-2013","read-culture-nf (#20), year-2013 (#5)",read,,,,1,,,1,,,unspecified,,
357546,"Harry Potter y el prisionero de Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.","Adolfo Muñoz García, Nieves Martín Azofra","=""""","=""""",5,4.57,Salamandra,Hardcover,359,2000,1999,2013/11/25,2011/11/06,"language-español, year-2013","language-español (#6), year-2013 (#3)",read,,,,1,,,0,,,,,
9188338,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.61,Tor Books,Kindle Edition,1137,2010,2010,2013/08/21,2011/11/06,"read-fantasy, year-2013","read-fantasy (#30), year-2013 (#2)",read,,,,1,,,0,,,,,
1806507,"A Manopla de Karasthan (Crónicas de Allaryia, #1)",Filipe Faria,"Faria, Filipe",,"=""9722328638""","=""9789722328630""",3,3.56,Editorial Presença,Paperback,534,2002,2002,2004/01/01,2011/11/07,"read-fantasy, year-2015","read-fantasy (#83), year-2015 (#27)",read,,,,2,,,1,,,unspecified,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,4.03,Vintage Books,Paperback,296,2000,1987,2015/09/04,2015/09/03,"read-classics, year-2015","read-classics (#19), year-2015 (#26)",read,,,,1,,,0,,,,,
26167990,Flash Boys,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",3,4.14,LUA DE PAPEL,Kindle Edition,240,2014,2014,2015/09/22,2015/09/06,"year-2015, read-culture-nf","year-2015 (#20), read-culture-nf (#59)",read,,,,1,,,0,,,,,
28141183,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",5,4.43,Pottermore Publishing,Kindle Edition,360,2015,1998,2013/11/06,2013/11/02,year-2019,year-2019 (#28),read,,,,1,,,0,,,,,
40650710,"Lies of the Beholder (Legion, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.12,Gollancz,Kindle Edition,128,2018,2018,2019/01/18,2019/01/14,"read-fantasy, year-2019","read-fantasy (#138), year-2019 (#3)",read,,,,1,,,0,,,,,
22841994,Harry Potter and the Philosopher's Stone,J.K. Rowling,"Rowling, J.K.",,"=""1408855658""","=""9781408855652""",5,4.48,Bloomsbury,Paperback,332,2014,1997,,2020/01/05,year-2019,year-2019 (#33),read,,,,1,,,0,,,,,
28143415,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.57,Pottermore Publishing,Kindle Edition,180,2015,1999,2019/12/27,2019/12/23,year-2019,year-2019 (#32),read,,,,1,,,0,,,,,
11497267,The Lost Continent: Travels in Small Town America,Bill Bryson,"Bryson, Bill",,"=""""","=""""",3,3.82,,Kindle Edition,384,,1989,2019/07/05,2019/06/21,"read-culture-nf, year-2019","read-culture-nf (#50), year-2019 (#31)",read,,,,1,,,0,,,,,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",5,4.35,Sceptre,Hardcover,342,2018,2018,2019/12/21,2019/11/10,"read-culture-nf, year-2019","read-culture-nf (#57), year-2019 (#30)",read,,,,1,,,0,,,,,
43936287,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.43,Delacorte Press,Kindle Edition,461,2019,2019,2019/12/13,2019/12/09,"read-fantasy, year-2019","read-fantasy (#144), year-2019 (#29)",read,,,,1,,,0,,,,,
19669336,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,"=""""","=""""",0,4.09,HarperCollins e-books,Kindle Edition,336,2008,1990,,2019/11/26,"to-read, to-read-culture-nf","to-read (#90), to-read-culture-nf (#8)",to-read,,,,0,,,0,,,,,
38900866,It Doesn't Have to Be Crazy at Work,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0062874780""","=""9780062874788""",0,4.05,Harper Business,Hardcover,240,2018,2018,,2019/11/25,"to-read, to-read-culture-nf","to-read (#89), to-read-culture-nf (#7)",to-read,,,,0,,,0,,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.26,Anchor,Paperback,412,2000,1999,,2016/02/17,"to-read, to-read-culture-nf","to-read (#19), to-read-culture-nf (#6)",to-read,,,,0,,,0,,,,,
11527504,A Little History of Philosophy,Nigel Warburton,"Warburton, Nigel",,"=""0300152086""","=""9780300152081""",0,4.13,Yale University Press,Hardcover,252,2011,2011,,2017/05/04,"to-read, to-read-culture-nf","to-read (#22), to-read-culture-nf (#5)",to-read,,,,0,,,0,,,,,
23198201,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.40,Vintage Digital,Kindle Edition,466,2014,2011,,2015/04/15,"to-read, to-read-culture-nf","to-read (#10), to-read-culture-nf (#4)",to-read,,,,0,,,0,,,,,
29445754,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1501111116""","=""9781501111112""",5,4.07,Scribner,Paperback,368,,2016,2019/11/18,2019/11/05,"read-culture-nf, year-2019","read-culture-nf (#55), year-2019 (#26)",read,,,,1,,,0,,,,,
8153333,Pirate Latitudes,Michael Crichton,"Crichton, Michael",,"=""""","=""""",3,3.45,HarperCollins e-books,Kindle Edition,324,2009,2009,2019/10/05,2019/09/30,"read-broad-fiction, year-2019","read-broad-fiction (#24), year-2019 (#24)",read,,,,1,,,0,,,,,
13513038,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.37,Houghton Mifflin Harcourt,Kindle Edition,432,2012,1954,2019/09/27,2019/09/15,"read-fantasy, year-2019","read-fantasy (#143), year-2019 (#23)",read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.37,Houghton Mifflin Harcourt,Paperback,398,2003,1954,2002/01/01,2011/11/07,read-fantasy,read-fantasy (#86),read,,,,1,,,0,,,,,
3711671,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.","Caroline Mustill, Clifford Harper","=""030014332X""","=""9780300143324""",5,4.12,Yale University Press,Paperback,284,2008,1936,2019/09/07,2019/08/13,"read-culture-nf, year-2019","read-culture-nf (#53), year-2019 (#22)",read,,,,1,,,0,,,,,
44594189,"History of India: A Captivating Guide to Ancient India, Medieval Indian History, and Modern India Including Stories of the Maurya Empire, the British Raj, Mahatma Gandhi, and More",Captivating History,"History, Captivating",,"=""""","=""""",3,3.91,,Kindle Edition,100,2019,,2019/08/12,2019/07/28,"year-2019, read-culture-nf","year-2019 (#21), read-culture-nf (#52)",read,,,,1,,,0,,,,,
592008,Hear the Wind Sing,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",4,3.58,Kodansha International Ltd.,ebook,130,1979,1979,2019/08/12,2019/08/03,"read-broad-fiction, year-2019","read-broad-fiction (#23), year-2019 (#20)",read,,,,1,,,0,,,,,
9217713,"All The Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",5,4.00,Vintage,Kindle Edition,322,2010,1992,2019/08/01,2019/07/14,"read-classics, year-2019","read-classics (#32), year-2019 (#19)",read,,,,1,,,0,,,,,
20416357,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",3,3.95,Del Rey,Kindle Edition,385,2014,2014,2019/05/18,2019/05/17,"read-fantasy, year-2019","read-fantasy (#142), year-2019 (#13)",read,,,,1,,,0,,,,,
6251564,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",5,4.18,William Morrow Paperbacks,Kindle Edition,275,2003,1934,2019/07/04,2019/07/01,"read-broad-fiction, year-2019","read-broad-fiction (#22), year-2019 (#17)",read,,,,1,,,0,,,,,
18721816,Le Petit Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""""","=""""",4,4.31,Gallimard,Kindle Edition,96,2012,1943,2019/06/20,2016/12/30,"read-classics, language-francais, year-2019","read-classics (#31), language-francais (#4), year-2019 (#16)",read,,,,1,,,0,,,,,
31130570,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",3,4.08,RosettaBooks,Kindle Edition,285,2010,1969,2019/06/16,2019/06/08,"read-classics, year-2019","read-classics (#30), year-2019 (#15)",read,,,,1,,,0,,,,,
17853934,As Ideias que Mudaram o Mundo: A História Natural da Inovação,Steven Johnson,"Johnson, Steven",,"=""9898452536""","=""9789898452535""",4,4.03,Clube do Autor,Paperback,390,20122,2010,2019/06/10,2019/05/20,"read-culture-nf, year-2019","read-culture-nf (#49), year-2019 (#14)",read,,,,1,,,0,,,,,
31140385,"Dragon Ball Super, Vol. 1: Warriors from Universe 6!",Akira Toriyama,"Toriyama, Akira",Toyotaro,"=""1421592541""","=""9781421592541""",3,4.26,VIZ Media LLC,Paperback,192,2017,2015,2019/04/29,2018/08/27,"read-comics, year-2019","read-comics (#27), year-2019 (#10)",read,,,,1,,,0,,,,,
39353738,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.51,Delacorte Press,Kindle Edition,546,2018,2018,2019/02/05,2019/01/18,"read-fantasy, year-2019","read-fantasy (#139), year-2019 (#4)",read,,,,1,,,0,,,,,
18680077,"One Summer: America, 1927",Bill Bryson,"Bryson, Bill",,"=""""","=""""",4,4.07,Doubleday,Kindle Edition,528,2013,2013,2019/03/14,2019/02/12,"read-culture-nf, year-2019","read-culture-nf (#47), year-2019 (#5)",read,,,,1,,,0,,,,,
11865807,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",3,4.24,HarperCollins e-books,Kindle Edition,373,2011,1990,2019/04/01,2019/04/01,"read-fantasy, year-2019","read-fantasy (#140), year-2019 (#6)",read,,,,1,,,0,,,,,
8180987,"The Last Colony (Old Man's War, #3)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.06,Tor Books,Kindle Edition,336,2010,2007,2019/04/03,2016/01/09,"read-science-fiction, year-2019","read-science-fiction (#27), year-2019 (#7)",read,,,,1,,,0,,,,,
18401393,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.40,Broadway Books,Kindle Edition,375,2014,2012,2019/04/07,2019/04/03,"read-science-fiction, year-2019","read-science-fiction (#28), year-2019 (#8)",read,,,,1,,,0,,,,,
40695844,The 7 Habits of Highly Effective People,Stephen R. Covey,"Covey, Stephen R.",,"=""""","=""""",4,4.13,Mango,Kindle Edition,393,2016,1988,2019/04/27,2018/08/15,"read-culture-nf, year-2019","read-culture-nf (#48), year-2019 (#9)",read,,,,1,,,0,,,,,
9803995,"Surely You're Joking, Mr. Feynman!  Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Albert R. Hibbs","=""""","=""""",3,4.26,W. W. Norton & Company,Kindle Edition,356,2008,1985,2011/09/01,2011/11/07,read-culture-nf,read-culture-nf (#17),read,,,,1,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.58,Tor Books,Hardcover,1248,2017,2017,2018/09/16,2018/08/18,"read-fantasy, year-2018","read-fantasy (#135), year-2018 (#17)",read,,,,1,,,0,,,,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",4,4.26,Delacorte Press,Hardcover,416,2015,2015,,2019/01/14,,,read,,,,1,,,0,,,,,
17449897,"The Rose and the Thorn (The Riyria Chronicles, #2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",4,4.40,Orbit,Kindle Edition,372,2013,2013,2018/11/17,2018/11/11,"read-fantasy, year-2018","read-fantasy (#137), year-2018 (#19)",read,,,,1,,,0,,,,,
6473194,"Peril at End House (Hercule Poirot, #8)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,3.97,William Morrow Paperbacks,Kindle Edition,224,2009,1932,2018/12/02,2018/11/26,"read-classics, year-2018","read-classics (#28), year-2018 (#21)",read,,,,1,,,0,,,,,
15793281,Redshirts,John Scalzi,"Scalzi, John",,"=""0765334798""","=""9780765334794""",3,3.85,Tor Books,Paperback,320,2013,2012,2018/11/23,2018/11/19,"read-science-fiction, year-2018","read-science-fiction (#25), year-2018 (#20)",read,,,,1,,,0,,,,,
8437862,After the Quake,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3,3.79,Vintage,Kindle Edition,162,2007,2000,2018/12/20,2018/12/15,"read-broad-fiction, year-2018","read-broad-fiction (#20), year-2018 (#23)",read,,,,1,,,0,,,,,
8622058,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",3,4.13,Vintage,Kindle Edition,276,2010,1989,,2018/12/21,"read-broad-fiction, year-2019","read-broad-fiction (#21), year-2019 (#2)",read,,,,1,,,0,,,,,
11483885,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,4.25,Orbit,Kindle Edition,579,2011,2011,2019/01/12,2018/06/18,"read-science-fiction, year-2019","read-science-fiction (#26), year-2019 (#1)",read,,,,1,,,0,,,,,
8524612,"Erak's Ransom (Ranger's Aprentice, #7)",John Flanagan,"Flanagan, John",,"=""""","=""""",4,4.33,PHILOMEL,Kindle Edition,400,2009,2007,2012/08/12,2012/08/09,read-fantasy,read-fantasy (#41),read,,,,1,,,0,,,,,
14059029,How to Stay Sane,Philippa Perry,"Perry, Philippa",,"=""1447202309""","=""9781447202301""",3,3.78,Pan Publishing,Paperback,160,2012,2012,2018/12/14,2018/12/02,"read-culture-nf, year-2018","read-culture-nf (#46), year-2018 (#22)",read,,,,1,,,0,,,,,
1898443,Alice's Adventures in Wonderland,Lewis Carroll,"Carroll, Lewis",,"=""0140623361""","=""9780140623369""",2,3.98,Penguin Books,Paperback,152,1994,1862,2010/05/19,2011/11/06,read-classics,read-classics (#5),read,,,,1,,,1,,,unspecified,,
15876,"Harry Potter y la Orden del Fénix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",,"=""8478888845""","=""9788478888849""",4,4.50,Emece Editores,Hardcover,893,2004,2003,2014/01/19,2014/01/02,"language-español, year-2014","language-español (#2), year-2014 (#26)",read,,,,1,,,0,,,,,
37802729,"L'épée de l'été (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",3,4.22,Livre de Poche Jeunesse,Paperback,544,2017,2015,2018/11/04,2018/10/07,"read-fantasy, year-2018","read-fantasy (#136), year-2018 (#18)",read,,,,1,,,0,,,,,
41015844,"The Royal Ranger: A New Beginning (The Royal Ranger, #1)",John Flanagan,"Flanagan, John",,"=""""","=""""",3,4.21,Puffin Books,Kindle Edition,460,2013,2013,2018/08/17,2018/08/15,"read-fantasy, year-2018","read-fantasy (#134), year-2018 (#16)",read,,,,1,,,0,,,,,
18685328,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""""","=""""",3,4.07,Jossey-Bass,Kindle Edition,239,2011,2002,2018/08/15,2018/07/27,"read-culture-nf, year-2018","read-culture-nf (#45), year-2018 (#15)",read,,,,1,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.08,W. W. Norton & Company,Paperback,301,2018,2017,2018/07/13,2018/07/07,"read-fantasy, year-2018","read-fantasy (#132), year-2018 (#12)",read,,,,1,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",0,4.15,Bantam/Spectra,Paperback,182,1984,1950,,2018/07/04,,,read,,,,1,,,0,,,,,
23704046,"Saga, Volume Um (Saga, #1)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""9788791630828""",4,4.17,G. Floy Studio,Hardcover,168,2014,2012,2016/04/06,2016/03/23,"year-2016, read-comics","year-2016 (#14), read-comics (#26)",read,,,,1,,,0,,,,,
3797215,"Le Sort du Titan (Percy Jackson, #3)",Rick Riordan,"Riordan, Rick",,"=""2226183310""","=""9782226183316""",4,4.34,Albin Michel,Paperback,356,2008,2007,2018/06/19,2018/06/12,"language-francais, read-fantasy, year-2018","language-francais (#3), read-fantasy (#131), year-2018 (#10)",read,,,,1,,,1,,,unspecified,,
580002,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.24,Puffin Books,Paperback,288,2007,2006,2012/10/01,2015/06/11,,,read,,,,1,,,1,,,unspecified,,
2133969,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""0141321261""","=""9780141321264""",4,4.34,Puffin,Paperback,294,2008,2007,2012/10/02,2015/06/11,,,read,,,,1,,,2,,,unspecified,,
893172,"Percy Jackson and the Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0141319135""","=""9780141319131""",4,4.26,Puffin Books,Paperback,375,2006,2005,2012/09/26,2015/06/11,,,read,,,,1,,,1,,,unspecified,,
15872,"Harry Potter y el misterio del príncipe (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Gemma Rovira Ortega,"=""8478889930""","=""9788478889938""",4,4.57,Salamandra,Hardcover,602,2006,2005,2014/01/23,2014/01/23,"language-español, year-2014","language-español (#3), year-2014 (#28)",read,,,,1,,,0,,,,,
2432403,"Harry Potter e os Talismãs da Morte (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.","Alice Rocha, Manuela Madureira, Maria Georgina Segurado, Maria do Carmo Figueira","=""9722338358""","=""9789722338356""",5,4.62,Editorial Presença,Paperback,605,2007,2007,2007/12/01,2013/12/02,,,read,,,,1,,,1,,,unspecified,,
8041240,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""1423142659""","=""9781423142652""",4,4.32,Hyperion Books,Paperback,557,2010,2010,2012/10/07,2012/10/07,,,read,,,,1,,,1,,,unspecified,,
3484752,"Harry Potter e o Príncipe Misterioso (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.","Isabel Nunes, Maria do Carmo Figueira, Alice Rocha, Manuela Madureira","=""972233445X""","=""9789722334457""",5,4.57,Editorial Presença,Paperback,509,2005,2005,2005/12/01,2011/11/06,,,read,,,,1,,,1,,,unspecified,,
7748994,"Le voleur de foudre (Percy Jackson, #1)",Rick Riordan,"Riordan, Rick",Mona de Pracontal,"=""2013228171""","=""9782013228176""",4,4.26,Le Livre de Poche,Mass Market Paperback,472,2010,2005,2018/05/05,2018/04/29,"year-2018, language-francais, read-fantasy","year-2018 (#8), language-francais (#1), read-fantasy (#130)",read,,,,1,,,0,,,,,
7748993,"La Mer des monstres (Percy Jackson, #2)",Rick Riordan,"Riordan, Rick",Mona de Pracontal,"=""2226207198""","=""9782226207197""",4,4.24,Albin Michel,Paperback,320,2010,2006,2018/05/22,2018/05/05,"language-francais, read-fantasy, year-2018","language-francais (#2), read-fantasy (#129), year-2018 (#9)",read,,,,1,,,0,,,,,
26541448,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473208270""","=""9781473208278""",5,4.39,Gollancz,Paperback,437,2017,2016,2017/10/12,2017/10/12,"read-fantasy, year-2017","read-fantasy (#124), year-2017 (#15)",read,,,,1,,,0,,,,,
34312641,O Que Nasce Torto Também se Endireita,João Moleira,"Moleira, João",,"=""""","=""9789898818799""",3,3.64,Manuscrito Editora,Paperback,224,2017,,2018/02/10,2018/01/13,"read-culture-nf, year-2018","read-culture-nf (#41), year-2018 (#4)",read,,,,1,,,0,,,,,
34600759,"O Projeto da Produtividade - Como fazer mais e melhor gerindo o tempo, a atenção e a energia",Chris   Bailey,"Bailey, Chris",,"=""9896941874""","=""9789896941871""",4,3.93,Actual Editora,Paperback,308,2017,2016,2017/09/12,2017/07/25,"read-culture-nf, year-2017","read-culture-nf (#38), year-2017 (#17)",read,,,,1,,,0,,,,,
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.21,Tor UK,Kindle Edition,353,2014,2013,2017/08/26,2017/08/26,"read-fantasy, year-2017","read-fantasy (#123), year-2017 (#12)",read,,,,1,,,0,,,,,
13512170,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan       Lee,"=""""","=""""",4,4.28,Houghton Mifflin Harcourt,Kindle Edition,322,2012,1937,2017/02/25,2017/02/25,"year-2017, read-fantasy","year-2017 (#3), read-fantasy (#120)",read,,,,1,,,0,,,,,
6332181,O Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",Fernanda Pinto Rodrigues,"=""9721043052""","=""9789721043053""",4,4.28,Publicações Europa-América,Paperback,264,2000,1937,2003/01/01,2011/11/07,read-fantasy,read-fantasy (#6),read,,,,1,,,1,,,unspecified,,
32937526,"A Doença, o Sofrimento e a Morte Entram Num Bar",Ricardo Araújo Pereira,"Pereira, Ricardo Araújo",,"=""9896713537""","=""9789896713539""",4,3.79,Tinta-da-China,Paperback,112,2016,2016,2017/02/06,2017/02/06,"read-culture-nf, year-2017","read-culture-nf (#35), year-2017 (#2)",read,,,,1,,,0,,,,,
965681,A Year In The Merde,Stephen Clarke,"Clarke, Stephen",,"=""0552772968""","=""9780552772969""",4,3.54,Black Swan Books,Paperback,383,2005,2004,2017/01/14,2016/12/27,"read-broad-fiction, year-2017","read-broad-fiction (#18), year-2017 (#1)",read,,,,1,,,0,,,,,
8423493,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",4,4.29,Scholastic Press,Kindle Edition,439,2010,2009,2011/08/22,2011/11/06,read-science-fiction,read-science-fiction (#3),read,,,,1,,,0,,,,,
256747,As espadas da noite e do dia,David Gemmell,"Gemmell, David",Maria Georgina Segurado,"=""972233526X""","=""9789722335263""",4,4.32,Editorial Presença,Paperback,444,2006,2004,2007/01/01,2011/11/06,read-fantasy,read-fantasy (#59),read,,,,1,,,1,,,unspecified,,
7799247,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey,Kindle Edition,179,2007,1979,2011/01/01,2011/11/06,read-science-fiction,read-science-fiction (#1),read,,,,1,,,0,,,,,
